order_id,date,customer_id,product_name,category,price,quantity,country,total
81,27/01/2023,1570,USB Cable,Accessories,195.42,2,Canada,390.84
82,23/02/2023,1724,Webcam,Electronics,172.68,4,USA,690.72
83,16/10/2022,1667,USB Cable,Office,1309.27,2,Germany,2618.54
84,14/01/2023,1825,Webcam,Accessories,1396,2,Israel,2792
85,19/08/2022,1275,Webcam,Accessories,714.41,2,Israel,1428.82
86,14/10/2024,1929,Desk Lamp,Office,947.47,2,Israel,1894.94
87,10/02/2022,1388,USB Cable,Office,1045.37,3,France,3136.11
88,17/11/2024,1721,Webcam,Office,590.01,1,Germany,590.01
89,15/05/2022,1443,Mouse,Accessories,558.46,4,USA,2233.84
90,20/07/2022,1998,Desk Lamp,Office,1014.98,4,USA,4059.92
91,19/02/2024,1426,Keyboard,Electronics,568.19,4,France,2272.76
92,18/07/2024,1056,Headphones,Accessories,873.61,2,Canada,1747.22
93,22/11/2024,1696,Monitor,Office,775.21,1,USA,775.21
94,07/12/2024,1970,Webcam,Accessories,789.07,1,USA,789.07
95,18/05/2023,1565,Keyboard,Electronics,1244.89,4,Germany,4979.56
96,11/02/2023,1720,Webcam,Electronics,1057.57,4,France,4230.28
97,15/03/2024,1367,Desk Lamp,Office,1441.22,2,France,2882.44
98,09/04/2022,1940,Desk Lamp,Accessories,1187.51,4,Israel,4750.04
99,15/11/2023,1341,Keyboard,Office,222.96,2,USA,445.92
100,27/12/2023,1804,Monitor,Accessories,1109.03,4,UK,4436.12
101,18/08/2024,1851,Desk Lamp,Office,1000.14,1,Canada,1000.14
102,05/09/2023,1303,Laptop,Office,970.84,1,Germany,970.84
103,05/10/2023,1763,Mouse,Accessories,723.71,1,Germany,723.71
104,25/10/2024,1373,Headphones,Accessories,98.38,3,Canada,295.14
105,18/05/2023,1949,Laptop,Electronics,1427.47,4,Canada,5709.88
106,06/02/2024,1815,USB Cable,Electronics,1278.63,3,UK,3835.89
107,02/02/2023,1111,Monitor,Accessories,732.78,1,Israel,732.78
108,20/05/2024,1877,Mouse,Electronics,242.08,4,UK,968.32
109,05/03/2024,1005,Mouse,Electronics,1237.59,3,Canada,3712.77
110,28/01/2023,1929,Mouse,Accessories,648.85,1,Canada,648.85
111,26/07/2022,1702,Monitor,Accessories,588.22,1,UK,588.22
112,04/11/2024,1845,Webcam,Accessories,999.75,4,Israel,3999
113,10/06/2024,1943,Webcam,Office,1139.22,4,UK,4556.88
114,13/05/2024,1278,Desk Lamp,Accessories,98.95,2,Israel,197.9
115,13/01/2024,1381,USB Cable,Accessories,1152.5,4,Canada,4610
116,18/07/2023,1851,Webcam,Accessories,1102.24,1,Canada,1102.24
117,17/10/2024,1012,Desk Lamp,Electronics,885.87,2,Canada,1771.74
118,06/04/2022,1302,Laptop,Accessories,510.94,2,USA,1021.88
119,30/04/2023,1555,Desk Lamp,Electronics,251.38,4,Israel,1005.52
120,19/08/2022,1616,Headphones,Office,158.47,1,Canada,158.47
121,19/01/2024,1159,Desk Lamp,Accessories,6.77,3,France,20.31
122,25/06/2023,1153,Mouse,Accessories,313.66,1,France,313.66
123,25/11/2024,1753,USB Cable,Electronics,619.95,1,UK,619.95
124,09/06/2023,1180,USB Cable,Office,369.25,4,France,1477
125,01/08/2023,1525,Mouse,Accessories,466.92,3,Israel,1400.76
126,13/11/2023,1179,Laptop,Office,588.73,2,USA,1177.46
127,11/07/2023,1376,Desk Lamp,Office,465.85,3,Israel,1397.55
128,09/10/2024,1803,Webcam,Accessories,1088.31,4,Germany,4353.24
129,08/10/2023,1775,Desk Lamp,Office,740.13,1,UK,740.13
130,06/03/2024,1167,Mouse,Office,33.89,1,Canada,33.89
131,17/11/2024,1213,Mouse,Accessories,343.87,3,USA,1031.61
132,09/07/2022,1149,Monitor,Electronics,1065.94,3,UK,3197.82
133,25/09/2023,1015,Keyboard,Accessories,454.89,4,Germany,1819.56
134,20/09/2023,1090,USB Cable,Office,1380.61,3,France,4141.83
135,30/08/2024,1119,Laptop,Accessories,1070.43,4,Germany,4281.72
136,11/12/2023,1955,Desk Lamp,Electronics,438.44,2,France,876.88
137,11/10/2023,1252,Laptop,Office,777.03,3,UK,2331.09
138,14/11/2022,1059,Webcam,Office,1002.52,1,UK,1002.52
139,15/11/2023,1265,Laptop,Electronics,294.08,3,Canada,882.24
140,26/10/2023,1408,Webcam,Electronics,373.05,1,Canada,373.05
141,18/03/2023,1030,Desk Lamp,Office,763.15,2,UK,1526.3
142,18/07/2023,1020,Monitor,Electronics,1387.72,2,Canada,2775.44
143,09/08/2024,1730,Desk Lamp,Accessories,519.3,3,Israel,1557.9
144,30/11/2023,1592,Monitor,Electronics,606.18,4,USA,2424.72
145,23/04/2022,1288,Headphones,Accessories,289.98,1,Israel,289.98
146,02/01/2022,1542,Webcam,Office,891.85,2,Germany,1783.7
147,04/10/2023,1497,USB Cable,Office,1111.53,3,USA,3334.59
148,08/08/2022,1745,Monitor,Office,663.76,2,UK,1327.52
149,04/05/2024,1473,Desk Lamp,Office,1126.62,3,UK,3379.86
150,20/01/2023,1404,Webcam,Office,457.39,1,UK,457.39
151,12/12/2024,1547,USB Cable,Electronics,1061.94,3,France,3185.82
152,31/12/2023,1960,Desk Lamp,Electronics,391.23,1,Germany,391.23
153,04/09/2022,1131,USB Cable,Office,1172.07,2,Israel,2344.14
154,15/04/2024,1323,Desk Lamp,Electronics,1246.81,1,Canada,1246.81
155,22/07/2022,1857,Laptop,Electronics,1197.6,1,Germany,1197.6
156,03/05/2022,1131,Headphones,Office,327.13,4,France,1308.52
157,05/02/2023,1520,Keyboard,Electronics,1042.9,2,France,2085.8
158,06/02/2024,1029,Mouse,Office,810.12,1,Germany,810.12
159,21/10/2022,1626,Mouse,Office,1479.13,4,France,5916.52
160,07/10/2022,1300,Headphones,Office,545.56,4,Canada,2182.24
161,02/06/2024,1003,Webcam,Office,1158.02,1,USA,1158.02
162,17/07/2022,1324,Webcam,Electronics,558.27,3,UK,1674.81
163,08/09/2024,1508,Webcam,Electronics,598.3,1,Israel,598.3
164,22/01/2024,1236,Keyboard,Accessories,170.93,3,France,512.79
165,24/05/2022,1534,USB Cable,Accessories,363.29,1,Israel,363.29
166,01/09/2023,1015,Mouse,Office,250.9,2,UK,501.8
167,06/07/2022,1533,Headphones,Accessories,243,4,Canada,972
168,09/04/2023,1996,Webcam,Electronics,18.48,1,Germany,18.48
169,22/10/2023,1583,Monitor,Electronics,1191.7,1,Canada,1191.7
170,03/02/2024,1815,Laptop,Accessories,704.56,1,UK,704.56
171,12/08/2024,1445,Keyboard,Accessories,1207.23,3,Israel,3621.69
172,07/02/2023,1992,Desk Lamp,Electronics,920.76,2,USA,1841.52
173,27/05/2022,1502,Webcam,Accessories,1247.85,2,Germany,2495.7
174,13/05/2024,1955,Mouse,Electronics,758.13,1,France,758.13
175,04/05/2023,1229,Laptop,Electronics,145.59,4,USA,582.36
176,17/07/2024,1106,Headphones,Accessories,927.06,4,UK,3708.24
177,05/07/2023,1719,Webcam,Accessories,1018.26,1,Israel,1018.26
178,04/12/2022,1388,Mouse,Office,941.62,3,Israel,2824.86
179,21/05/2024,1719,Laptop,Office,1203,4,Israel,4812
180,03/10/2023,1262,Monitor,Office,1098.59,2,UK,2197.18
181,18/04/2023,1562,Keyboard,Office,651.79,4,Germany,2607.16
182,31/05/2022,1064,Headphones,Office,1229.56,4,France,4918.24
183,20/09/2022,1264,Desk Lamp,Electronics,1039.22,1,USA,1039.22
184,24/05/2022,1337,Mouse,Accessories,184.95,4,UK,739.8
185,12/12/2022,1300,USB Cable,Electronics,812.11,1,Israel,812.11
186,16/09/2023,1377,Monitor,Office,1094.19,2,France,2188.38
187,13/10/2024,1174,Keyboard,Office,832.17,4,Israel,3328.68
188,30/05/2024,1962,Keyboard,Accessories,1423.8,1,UK,1423.8
189,02/01/2022,1151,USB Cable,Electronics,156.73,1,Israel,156.73
190,15/06/2024,1475,Desk Lamp,Office,1084.87,2,UK,2169.74
191,11/09/2022,1265,Monitor,Office,1237.55,4,Israel,4950.2
192,29/03/2023,1328,Mouse,Office,1055.47,3,UK,3166.41
193,26/11/2024,1972,Keyboard,Office,581.45,4,Israel,2325.8
194,11/10/2024,1815,Headphones,Electronics,581.29,1,France,581.29
195,09/01/2022,1162,Laptop,Electronics,881.92,1,France,881.92
196,26/03/2024,1437,Headphones,Office,598.66,2,Israel,1197.32
197,27/07/2022,1342,Desk Lamp,Electronics,1325.36,2,Israel,2650.72
198,08/02/2023,1366,Webcam,Office,169.35,3,UK,508.05
199,01/06/2022,1464,Desk Lamp,Accessories,960.54,3,UK,2881.62
200,23/02/2022,1749,Keyboard,Accessories,205.5,1,UK,205.5
201,20/09/2023,1198,Laptop,Accessories,812.54,3,Germany,2437.62
202,10/08/2023,1499,Monitor,Electronics,1074.79,3,Israel,3224.37
203,14/04/2022,1015,Laptop,Office,252.44,3,Canada,757.32
204,11/09/2022,1820,Desk Lamp,Accessories,1057.53,4,Israel,4230.12
205,25/05/2023,1295,Laptop,Accessories,214.27,4,Israel,857.08
206,09/04/2022,1867,USB Cable,Electronics,932.73,1,Israel,932.73
207,02/06/2022,1510,Laptop,Electronics,760.8,4,UK,3043.2
208,02/07/2024,1787,Keyboard,Accessories,450.62,3,UK,1351.86
209,27/05/2024,1983,USB Cable,Office,171.77,3,Germany,515.31
210,04/12/2022,1238,Desk Lamp,Office,1105.1,3,UK,3315.3
211,01/04/2024,1580,Desk Lamp,Office,575.8,4,Canada,2303.2
212,14/08/2024,1300,Desk Lamp,Accessories,134.36,2,Israel,268.72
213,10/06/2022,1005,USB Cable,Electronics,1160.32,3,Israel,3480.96
214,11/03/2024,1219,Webcam,Office,353.18,3,USA,1059.54
215,02/02/2023,1765,Webcam,Accessories,1106,2,UK,2212
216,26/03/2024,1452,USB Cable,Accessories,849.52,2,USA,1699.04
217,05/02/2023,1432,USB Cable,Electronics,295.82,1,Israel,295.82
218,02/10/2023,1806,Desk Lamp,Office,119.23,1,UK,119.23
219,22/11/2024,1869,Desk Lamp,Accessories,891.91,4,Israel,3567.64
220,19/11/2023,1385,Desk Lamp,Office,42.69,2,USA,85.38
221,05/04/2023,1618,Mouse,Office,102.87,1,USA,102.87
222,12/08/2024,1294,Webcam,Office,1054.82,3,France,3164.46
223,15/04/2023,1117,Keyboard,Accessories,810.62,1,France,810.62
224,11/11/2024,1404,Mouse,Office,492.81,3,UK,1478.43
225,20/01/2024,1679,Monitor,Electronics,811.15,3,UK,2433.45
226,07/02/2022,1996,Monitor,Accessories,889.52,3,UK,2668.56
227,18/08/2022,1762,Monitor,Accessories,850.1,4,UK,3400.4
228,17/07/2023,1593,Monitor,Office,965.62,2,UK,1931.24
229,14/03/2023,1565,Monitor,Office,1410.73,4,UK,5642.92
230,27/01/2022,1751,Headphones,Office,586.22,1,Canada,586.22
231,14/08/2022,1877,USB Cable,Accessories,455.22,1,UK,455.22
232,08/03/2024,1011,Keyboard,Electronics,62.46,2,USA,124.92
233,11/10/2022,1208,Mouse,Electronics,224.87,2,USA,449.74
234,28/05/2024,1164,Monitor,Accessories,163.84,1,USA,163.84
235,17/08/2024,1877,Headphones,Electronics,506.49,2,Canada,1012.98
236,29/03/2023,1293,Desk Lamp,Office,916.94,2,Israel,1833.88
237,16/10/2024,1910,Desk Lamp,Accessories,74.27,3,Germany,222.81
238,26/03/2024,1518,Webcam,Electronics,1092.86,4,Israel,4371.44
239,21/10/2023,1077,Headphones,Accessories,599.16,4,UK,2396.64
240,01/07/2023,1433,Headphones,Electronics,1445.44,4,Germany,5781.76
241,08/12/2024,1576,Keyboard,Accessories,854.74,3,USA,2564.22
242,17/01/2022,1613,Monitor,Electronics,1158.19,3,USA,3474.57
243,07/06/2022,1962,Headphones,Accessories,1292.47,2,France,2584.94
244,22/04/2023,1868,USB Cable,Accessories,1333.83,2,UK,2667.66
245,05/12/2024,1811,Headphones,Accessories,780.1,3,UK,2340.3
246,02/06/2023,1798,Monitor,Accessories,598.13,3,France,1794.39
247,09/04/2022,1682,Keyboard,Accessories,842.97,1,Israel,842.97
248,26/11/2024,1076,Headphones,Office,606.1,3,France,1818.3
249,07/10/2022,1047,Mouse,Accessories,364.87,3,Canada,1094.61
250,12/05/2023,1766,Laptop,Accessories,489.26,4,UK,1957.04
251,29/10/2022,1081,Desk Lamp,Accessories,352.99,1,Canada,352.99
252,30/06/2022,1894,Webcam,Electronics,407.81,4,Canada,1631.24
253,30/08/2023,1720,Laptop,Accessories,144.94,4,Canada,579.76
254,01/12/2023,1208,Laptop,Office,642.56,1,USA,642.56
255,19/09/2024,1444,Keyboard,Accessories,356.75,1,France,356.75
256,10/07/2022,1970,Desk Lamp,Electronics,675.31,1,Germany,675.31
257,10/09/2022,1595,Headphones,Electronics,1189.34,2,USA,2378.68
258,07/09/2024,1521,Laptop,Accessories,675.23,1,Israel,675.23
259,16/07/2024,1028,Laptop,Accessories,1432.14,4,USA,5728.56
260,08/05/2022,1303,Desk Lamp,Accessories,226.02,1,Israel,226.02
261,18/01/2022,1993,Webcam,Accessories,1276.15,2,USA,2552.3
262,20/07/2023,1464,Monitor,Electronics,376.15,4,UK,1504.6
263,24/07/2023,1501,USB Cable,Accessories,1401.23,1,Canada,1401.23
264,17/11/2023,1445,USB Cable,Electronics,344.59,1,Israel,344.59
265,18/09/2023,1627,Desk Lamp,Electronics,1121.71,4,Israel,4486.84
266,03/05/2024,1489,Headphones,Office,97.87,4,France,391.48
267,19/08/2024,1780,Headphones,Electronics,946.57,1,USA,946.57
268,04/06/2022,1427,Webcam,Accessories,331.92,2,Israel,663.84
269,05/05/2023,1558,Monitor,Accessories,1006.91,4,Israel,4027.64
270,24/02/2024,1358,Desk Lamp,Accessories,955.56,3,USA,2866.68
271,03/09/2022,1959,Headphones,Accessories,1385.93,1,USA,1385.93
272,28/11/2024,1090,USB Cable,Office,941.88,4,Germany,3767.52
273,29/01/2024,1052,USB Cable,Office,615.33,4,France,2461.32
274,22/06/2023,1729,Mouse,Office,294.38,1,Israel,294.38
275,09/07/2024,1859,Webcam,Office,987.89,1,USA,987.89
276,12/02/2023,1588,Keyboard,Electronics,178.97,1,Israel,178.97
277,09/06/2023,1203,Monitor,Office,1243.63,2,Germany,2487.26
278,07/04/2024,1555,Webcam,Electronics,374.77,3,Germany,1124.31
279,21/06/2024,1155,Laptop,Accessories,788.62,4,Israel,3154.48
280,05/02/2022,1001,Desk Lamp,Electronics,895.94,1,France,895.94
281,16/11/2023,1356,Headphones,Electronics,546.92,1,UK,546.92
282,20/01/2022,1824,Mouse,Office,997.49,2,Israel,1994.98
283,17/11/2022,1568,USB Cable,Accessories,379.07,3,Germany,1137.21
284,27/05/2023,1801,Mouse,Accessories,56.76,4,France,227.04
285,04/02/2023,1982,Keyboard,Office,1439.11,3,Canada,4317.33
286,16/10/2023,1057,Desk Lamp,Electronics,483.47,3,USA,1450.41
287,29/08/2024,1253,Webcam,Office,1071.63,1,Canada,1071.63
288,16/04/2023,1179,Mouse,Electronics,763.76,1,France,763.76
289,13/04/2024,1492,Webcam,Office,1005.15,1,France,1005.15
290,28/12/2023,1668,Desk Lamp,Office,170.85,2,Israel,341.7
291,03/05/2024,1034,Headphones,Accessories,780.68,2,France,1561.36
292,20/02/2022,1074,Headphones,Accessories,591.37,2,USA,1182.74
293,29/07/2023,1943,USB Cable,Accessories,680.52,1,Canada,680.52
294,30/05/2022,1288,Mouse,Office,1449.48,1,Israel,1449.48
295,10/11/2022,1370,Headphones,Accessories,208.75,1,Germany,208.75
296,24/07/2023,1586,Desk Lamp,Accessories,1133.28,3,USA,3399.84
297,01/11/2022,1328,Webcam,Office,498.86,2,Israel,997.72
298,13/11/2023,1589,USB Cable,Accessories,439.09,2,Israel,878.18
299,17/04/2024,1766,Headphones,Electronics,409.81,3,UK,1229.43
300,13/12/2024,1776,Desk Lamp,Accessories,526.43,4,USA,2105.72
301,29/09/2024,1998,Desk Lamp,Electronics,538.89,3,France,1616.67
302,20/03/2023,1303,USB Cable,Accessories,409.77,3,USA,1229.31
303,05/09/2023,1578,Laptop,Office,1002.9,1,USA,1002.9
304,19/09/2024,1220,Webcam,Office,76.34,4,UK,305.36
305,21/09/2022,1978,Desk Lamp,Accessories,501.78,3,France,1505.34
306,12/12/2024,1163,USB Cable,Electronics,423.91,4,Canada,1695.64
307,30/09/2024,1479,Monitor,Accessories,1128.37,4,UK,4513.48
308,05/01/2022,1454,Desk Lamp,Office,224.02,1,UK,224.02
309,13/02/2024,1374,Headphones,Accessories,1411.33,4,UK,5645.32
310,26/05/2024,1219,Headphones,Office,259.93,1,USA,259.93
311,18/09/2024,1683,Webcam,Electronics,558.19,2,Canada,1116.38
312,02/06/2024,1253,Desk Lamp,Electronics,303.55,3,UK,910.65
313,16/02/2022,1721,Keyboard,Office,433.61,1,Germany,433.61
314,16/05/2024,1187,Monitor,Electronics,1142.73,1,France,1142.73
315,02/04/2024,1190,USB Cable,Office,717.23,3,Canada,2151.69
316,24/07/2024,1388,Monitor,Office,248.05,1,France,248.05
317,18/10/2023,1214,USB Cable,Office,74.72,4,Canada,298.88
318,26/09/2022,1374,Desk Lamp,Accessories,348.72,1,UK,348.72
319,05/01/2023,1085,Monitor,Electronics,1418.68,1,Canada,1418.68
320,28/09/2023,1473,Mouse,Accessories,1268.75,4,USA,5075
321,19/10/2023,1617,Laptop,Accessories,663.06,3,Canada,1989.18
322,30/04/2022,1843,Laptop,Electronics,725.58,1,Israel,725.58
323,10/04/2024,1807,Keyboard,Accessories,1349.55,2,Israel,2699.1
324,17/12/2024,1530,Monitor,Office,889.06,3,USA,2667.18
325,11/01/2024,1046,Monitor,Accessories,1321.75,2,UK,2643.5
326,27/04/2022,1064,Headphones,Office,740.3,2,UK,1480.6
327,01/03/2024,1962,USB Cable,Electronics,304.15,2,Germany,608.3
328,09/10/2024,1474,Webcam,Accessories,1090.26,1,Israel,1090.26
329,17/12/2024,1145,Mouse,Electronics,791.96,4,Israel,3167.84
330,26/09/2023,1945,Mouse,Office,1004.32,1,France,1004.32
331,28/05/2023,1797,Desk Lamp,Accessories,240.06,2,UK,480.12
332,12/03/2024,1381,Keyboard,Office,973.16,2,USA,1946.32
333,14/07/2023,1065,Laptop,Office,576.47,4,UK,2305.88
334,03/05/2023,1516,Desk Lamp,Office,501.34,3,UK,1504.02
335,15/06/2024,1092,Monitor,Electronics,1008.86,2,Germany,2017.72
336,05/12/2023,1864,Webcam,Electronics,890.4,1,Canada,890.4
337,04/08/2023,1425,Keyboard,Electronics,975.42,2,Canada,1950.84
338,29/02/2024,1467,USB Cable,Accessories,1448.17,2,USA,2896.34
339,10/05/2024,1093,Mouse,Office,1053.29,3,Germany,3159.87
340,04/09/2022,1617,Mouse,Electronics,963.14,4,Germany,3852.56
341,03/06/2022,1132,Mouse,Office,922.26,2,Germany,1844.52
342,23/09/2024,1433,Monitor,Electronics,601.08,3,Canada,1803.24
343,28/11/2023,1340,Monitor,Office,1259.59,3,Germany,3778.77
344,28/12/2024,1313,Monitor,Electronics,574.5,2,UK,1149
345,06/12/2024,1590,Headphones,Electronics,1051.86,2,Canada,2103.72
346,05/10/2024,1211,Laptop,Electronics,443.25,4,Canada,1773
347,04/04/2022,1519,USB Cable,Electronics,225.9,1,France,225.9
348,15/08/2024,1158,Mouse,Office,199,1,UK,199
349,08/10/2024,1267,Mouse,Electronics,953.67,4,Germany,3814.68
350,29/03/2023,1660,Desk Lamp,Electronics,495.29,3,Germany,1485.87
351,30/06/2024,1861,Headphones,Electronics,416.2,3,France,1248.6
352,06/08/2022,1957,Mouse,Office,890.13,4,Israel,3560.52
353,19/04/2023,1602,USB Cable,Electronics,43.38,1,USA,43.38
354,08/03/2023,1747,Mouse,Office,373.11,3,Germany,1119.33
355,07/12/2022,1473,Monitor,Accessories,514.12,1,Germany,514.12
356,05/07/2023,1800,Monitor,Office,1064.02,3,UK,3192.06
357,23/12/2022,1409,Laptop,Accessories,819.78,1,Germany,819.78
358,23/01/2022,1473,USB Cable,Electronics,1284.7,4,Germany,5138.8
359,06/06/2023,1355,USB Cable,Electronics,505.09,1,USA,505.09
360,12/03/2024,1679,Mouse,Office,448.18,3,UK,1344.54
361,01/02/2024,1192,Keyboard,Electronics,54.63,3,Israel,163.89
362,18/03/2023,1698,Mouse,Electronics,1427.82,3,Germany,4283.46
363,08/02/2024,1270,Mouse,Office,754.73,2,Germany,1509.46
364,12/10/2024,1113,Laptop,Electronics,756.27,2,Israel,1512.54
365,31/05/2023,1896,Keyboard,Accessories,1385.54,3,France,4156.62
366,05/11/2024,1522,Desk Lamp,Accessories,438.43,4,Israel,1753.72
367,02/03/2024,1054,Mouse,Electronics,501.5,3,Israel,1504.5
368,02/12/2022,1769,Webcam,Electronics,986.24,4,UK,3944.96
369,15/09/2022,1064,Webcam,Accessories,1178.84,3,Canada,3536.52
370,12/05/2023,1990,USB Cable,Electronics,1050.47,3,Israel,3151.41
371,14/06/2024,1683,USB Cable,Accessories,1184.13,4,UK,4736.52
372,09/06/2022,1271,Keyboard,Office,864.79,1,Canada,864.79
373,01/05/2024,1501,Webcam,Accessories,1294.92,2,Israel,2589.84
374,21/11/2023,1661,Monitor,Electronics,827.41,3,Germany,2482.23
375,15/01/2023,1361,Monitor,Electronics,347.86,4,Germany,1391.44
376,14/08/2024,1145,Keyboard,Accessories,814.84,4,Canada,3259.36
377,22/11/2023,1942,Desk Lamp,Accessories,1070.85,2,France,2141.7
378,02/12/2024,1208,Mouse,Electronics,982.1,2,Canada,1964.2
379,12/10/2022,1285,USB Cable,Electronics,368.31,1,Israel,368.31
380,01/02/2023,1009,Keyboard,Electronics,66.41,3,USA,199.23
381,12/01/2022,1738,Webcam,Office,382.46,2,Israel,764.92
382,14/05/2023,1185,Keyboard,Office,1476.14,1,Canada,1476.14
383,24/01/2024,1573,Webcam,Accessories,280.78,3,USA,842.34
384,04/02/2022,1596,USB Cable,Accessories,699.24,3,Canada,2097.72
