order_id,date,customer_id,product_name,category,price,quantity,country,total,month,year
59,2022-09-27,1476,Headphones,Accessories,1149.03,4,France,4596.12,9,2022
60,2024-03-26,1268,Monitor,Accessories,858.03,4,Germany,3432.12,3,2024
61,2023-04-01,1002,Headphones,Office,1133.47,4,Germany,4533.88,4,2023
62,2024-10-13,1769,USB Cable,Office,152.96,2,UK,305.92,10,2024
63,2022-10-23,1015,Laptop,Office,1317.82,3,USA,3953.46,10,2022
64,2023-12-21,1605,Desk Lamp,Office,807.24,2,France,1614.48,12,2023
65,2022-12-04,1357,Webcam,Accessories,61.06,4,France,244.24,12,2022
66,2024-05-28,1645,USB Cable,Electronics,966.6,4,USA,3866.4,5,2024
67,2024-12-12,1812,Desk Lamp,Accessories,778.43,1,UK,778.43,12,2024
68,2024-03-02,1838,Laptop,Office,334.45,4,UK,1337.8,3,2024
69,2022-08-05,1132,Keyboard,Office,1147.82,2,USA,2295.64,8,2022
70,2024-02-03,1311,Headphones,Accessories,1400.68,2,Israel,2801.36,2,2024
71,2022-07-07,1966,Laptop,Accessories,487.41,2,UK,974.82,7,2022
72,2023-01-15,1481,Mouse,Office,743.4,3,USA,2230.2,1,2023
73,2023-05-08,1894,Laptop,Accessories,196.62,1,Israel,196.62,5,2023
74,2024-11-30,1543,Headphones,Office,1395.05,3,Germany,4185.15,11,2024
75,2022-01-15,1304,Desk Lamp,Accessories,481.6,2,France,963.2,1,2022
76,2022-03-06,1268,Headphones,Office,296.2,3,USA,888.6,3,2022
77,2023-06-05,1413,Webcam,Accessories,720.25,1,UK,720.25,6,2023
78,2023-10-10,1024,Laptop,Office,69.71,1,France,69.71,10,2023
79,2024-12-22,1980,Headphones,Electronics,382.99,1,Israel,382.99,12,2024
80,2023-08-16,1315,Headphones,Electronics,106.15,1,France,106.15,8,2023
81,2023-01-27,1570,USB Cable,Accessories,195.42,2,Canada,390.84,1,2023
82,2023-02-23,1724,Webcam,Electronics,172.68,4,USA,690.72,2,2023
83,2022-10-16,1667,USB Cable,Office,1309.27,2,Germany,2618.54,10,2022
84,2023-01-14,1825,Webcam,Accessories,1396.0,2,Israel,2792.0,1,2023
85,2022-08-19,1275,Webcam,Accessories,714.41,2,Israel,1428.82,8,2022
86,2024-10-14,1929,Desk Lamp,Office,947.47,2,Israel,1894.94,10,2024
87,2022-02-10,1388,USB Cable,Office,1045.37,3,France,3136.11,2,2022
88,2024-11-17,1721,Webcam,Office,590.01,1,Germany,590.01,11,2024
89,2022-05-15,1443,Mouse,Accessories,558.46,4,USA,2233.84,5,2022
90,2022-07-20,1998,Desk Lamp,Office,1014.98,4,USA,4059.92,7,2022
91,2024-02-19,1426,Keyboard,Electronics,568.19,4,France,2272.76,2,2024
92,2024-07-18,1056,Headphones,Accessories,873.61,2,Canada,1747.22,7,2024
93,2024-11-22,1696,Monitor,Office,775.21,1,USA,775.21,11,2024
94,2024-12-07,1970,Webcam,Accessories,789.07,1,USA,789.07,12,2024
95,2023-05-18,1565,Keyboard,Electronics,1244.89,4,Germany,4979.56,5,2023
96,2023-02-11,1720,Webcam,Electronics,1057.57,4,France,4230.28,2,2023
97,2024-03-15,1367,Desk Lamp,Office,1441.22,2,France,2882.44,3,2024
98,2022-04-09,1940,Desk Lamp,Accessories,1187.51,4,Israel,4750.04,4,2022
99,2023-11-15,1341,Keyboard,Office,222.96,2,USA,445.92,11,2023
100,2023-12-27,1804,Monitor,Accessories,1109.03,4,UK,4436.12,12,2023
101,2024-08-18,1851,Desk Lamp,Office,1000.14,1,Canada,1000.14,8,2024
102,2023-09-05,1303,Laptop,Office,970.84,1,Germany,970.84,9,2023
103,2023-10-05,1763,Mouse,Accessories,723.71,1,Germany,723.71,10,2023
104,2024-10-25,1373,Headphones,Accessories,98.38,3,Canada,295.14,10,2024
105,2023-05-18,1949,Laptop,Electronics,1427.47,4,Canada,5709.88,5,2023
106,2024-02-06,1815,USB Cable,Electronics,1278.63,3,UK,3835.89,2,2024
107,2023-02-02,1111,Monitor,Accessories,732.78,1,Israel,732.78,2,2023
108,2024-05-20,1877,Mouse,Electronics,242.08,4,UK,968.32,5,2024
109,2024-03-05,1005,Mouse,Electronics,1237.59,3,Canada,3712.77,3,2024
110,2023-01-28,1929,Mouse,Accessories,648.85,1,Canada,648.85,1,2023
111,2022-07-26,1702,Monitor,Accessories,588.22,1,UK,588.22,7,2022
112,2024-11-04,1845,Webcam,Accessories,999.75,4,Israel,3999.0,11,2024
113,2024-06-10,1943,Webcam,Office,1139.22,4,UK,4556.88,6,2024
114,2024-05-13,1278,Desk Lamp,Accessories,98.95,2,Israel,197.9,5,2024
115,2024-01-13,1381,USB Cable,Accessories,1152.5,4,Canada,4610.0,1,2024
116,2023-07-18,1851,Webcam,Accessories,1102.24,1,Canada,1102.24,7,2023
117,2024-10-17,1012,Desk Lamp,Electronics,885.87,2,Canada,1771.74,10,2024
118,2022-04-06,1302,Laptop,Accessories,510.94,2,USA,1021.88,4,2022
119,2023-04-30,1555,Desk Lamp,Electronics,251.38,4,Israel,1005.52,4,2023
120,2022-08-19,1616,Headphones,Office,158.47,1,Canada,158.47,8,2022
121,2024-01-19,1159,Desk Lamp,Accessories,6.77,3,France,20.31,1,2024
122,2023-06-25,1153,Mouse,Accessories,313.66,1,France,313.66,6,2023
123,2024-11-25,1753,USB Cable,Electronics,619.95,1,UK,619.95,11,2024
124,2023-06-09,1180,USB Cable,Office,369.25,4,France,1477.0,6,2023
125,2023-08-01,1525,Mouse,Accessories,466.92,3,Israel,1400.76,8,2023
126,2023-11-13,1179,Laptop,Office,588.73,2,USA,1177.46,11,2023
127,2023-07-11,1376,Desk Lamp,Office,465.85,3,Israel,1397.55,7,2023
128,2024-10-09,1803,Webcam,Accessories,1088.31,4,Germany,4353.24,10,2024
129,2023-10-08,1775,Desk Lamp,Office,740.13,1,UK,740.13,10,2023
130,2024-03-06,1167,Mouse,Office,33.89,1,Canada,33.89,3,2024
131,2024-11-17,1213,Mouse,Accessories,343.87,3,USA,1031.61,11,2024
132,2022-07-09,1149,Monitor,Electronics,1065.94,3,UK,3197.82,7,2022
133,2023-09-25,1015,Keyboard,Accessories,454.89,4,Germany,1819.56,9,2023
134,2023-09-20,1090,USB Cable,Office,1380.61,3,France,4141.83,9,2023
135,2024-08-30,1119,Laptop,Accessories,1070.43,4,Germany,4281.72,8,2024
136,2023-12-11,1955,Desk Lamp,Electronics,438.44,2,France,876.88,12,2023
137,2023-10-11,1252,Laptop,Office,777.03,3,UK,2331.09,10,2023
138,2022-11-14,1059,Webcam,Office,1002.52,1,UK,1002.52,11,2022
139,2023-11-15,1265,Laptop,Electronics,294.08,3,Canada,882.24,11,2023
140,2023-10-26,1408,Webcam,Electronics,373.05,1,Canada,373.05,10,2023
141,2023-03-18,1030,Desk Lamp,Office,763.15,2,UK,1526.3,3,2023
142,2023-07-18,1020,Monitor,Electronics,1387.72,2,Canada,2775.44,7,2023
143,2024-08-09,1730,Desk Lamp,Accessories,519.3,3,Israel,1557.9,8,2024
144,2023-11-30,1592,Monitor,Electronics,606.18,4,USA,2424.72,11,2023
145,2022-04-23,1288,Headphones,Accessories,289.98,1,Israel,289.98,4,2022
146,2022-01-02,1542,Webcam,Office,891.85,2,Germany,1783.7,1,2022
147,2023-10-04,1497,USB Cable,Office,1111.53,3,USA,3334.59,10,2023
148,2022-08-08,1745,Monitor,Office,663.76,2,UK,1327.52,8,2022
149,2024-05-04,1473,Desk Lamp,Office,1126.62,3,UK,3379.86,5,2024
150,2023-01-20,1404,Webcam,Office,457.39,1,UK,457.39,1,2023
151,2024-12-12,1547,USB Cable,Electronics,1061.94,3,France,3185.82,12,2024
152,2023-12-31,1960,Desk Lamp,Electronics,391.23,1,Germany,391.23,12,2023
153,2022-09-04,1131,USB Cable,Office,1172.07,2,Israel,2344.14,9,2022
154,2024-04-15,1323,Desk Lamp,Electronics,1246.81,1,Canada,1246.81,4,2024
155,2022-07-22,1857,Laptop,Electronics,1197.6,1,Germany,1197.6,7,2022
156,2022-05-03,1131,Headphones,Office,327.13,4,France,1308.52,5,2022
157,2023-02-05,1520,Keyboard,Electronics,1042.9,2,France,2085.8,2,2023
158,2024-02-06,1029,Mouse,Office,810.12,1,Germany,810.12,2,2024
159,2022-10-21,1626,Mouse,Office,1479.13,4,France,5916.52,10,2022
160,2022-10-07,1300,Headphones,Office,545.56,4,Canada,2182.24,10,2022
161,2024-06-02,1003,Webcam,Office,1158.02,1,USA,1158.02,6,2024
162,2022-07-17,1324,Webcam,Electronics,558.27,3,UK,1674.81,7,2022
163,2024-09-08,1508,Webcam,Electronics,598.3,1,Israel,598.3,9,2024
164,2024-01-22,1236,Keyboard,Accessories,170.93,3,France,512.79,1,2024
165,2022-05-24,1534,USB Cable,Accessories,363.29,1,Israel,363.29,5,2022
166,2023-09-01,1015,Mouse,Office,250.9,2,UK,501.8,9,2023
167,2022-07-06,1533,Headphones,Accessories,243.0,4,Canada,972.0,7,2022
168,2023-04-09,1996,Webcam,Electronics,18.48,1,Germany,18.48,4,2023
169,2023-10-22,1583,Monitor,Electronics,1191.7,1,Canada,1191.7,10,2023
170,2024-02-03,1815,Laptop,Accessories,704.56,1,UK,704.56,2,2024
171,2024-08-12,1445,Keyboard,Accessories,1207.23,3,Israel,3621.69,8,2024
172,2023-02-07,1992,Desk Lamp,Electronics,920.76,2,USA,1841.52,2,2023
173,2022-05-27,1502,Webcam,Accessories,1247.85,2,Germany,2495.7,5,2022
174,2024-05-13,1955,Mouse,Electronics,758.13,1,France,758.13,5,2024
175,2023-05-04,1229,Laptop,Electronics,145.59,4,USA,582.36,5,2023
176,2024-07-17,1106,Headphones,Accessories,927.06,4,UK,3708.24,7,2024
177,2023-07-05,1719,Webcam,Accessories,1018.26,1,Israel,1018.26,7,2023
178,2022-12-04,1388,Mouse,Office,941.62,3,Israel,2824.86,12,2022
179,2024-05-21,1719,Laptop,Office,1203.0,4,Israel,4812.0,5,2024
180,2023-10-03,1262,Monitor,Office,1098.59,2,UK,2197.18,10,2023
181,2023-04-18,1562,Keyboard,Office,651.79,4,Germany,2607.16,4,2023
182,2022-05-31,1064,Headphones,Office,1229.56,4,France,4918.24,5,2022
183,2022-09-20,1264,Desk Lamp,Electronics,1039.22,1,USA,1039.22,9,2022
184,2022-05-24,1337,Mouse,Accessories,184.95,4,UK,739.8,5,2022
185,2022-12-12,1300,USB Cable,Electronics,812.11,1,Israel,812.11,12,2022
186,2023-09-16,1377,Monitor,Office,1094.19,2,France,2188.38,9,2023
187,2024-10-13,1174,Keyboard,Office,832.17,4,Israel,3328.68,10,2024
188,2024-05-30,1962,Keyboard,Accessories,1423.8,1,UK,1423.8,5,2024
189,2022-01-02,1151,USB Cable,Electronics,156.73,1,Israel,156.73,1,2022
190,2024-06-15,1475,Desk Lamp,Office,1084.87,2,UK,2169.74,6,2024
191,2022-09-11,1265,Monitor,Office,1237.55,4,Israel,4950.2,9,2022
192,2023-03-29,1328,Mouse,Office,1055.47,3,UK,3166.41,3,2023
193,2024-11-26,1972,Keyboard,Office,581.45,4,Israel,2325.8,11,2024
194,2024-10-11,1815,Headphones,Electronics,581.29,1,France,581.29,10,2024
195,2022-01-09,1162,Laptop,Electronics,881.92,1,France,881.92,1,2022
196,2024-03-26,1437,Headphones,Office,598.66,2,Israel,1197.32,3,2024
197,2022-07-27,1342,Desk Lamp,Electronics,1325.36,2,Israel,2650.72,7,2022
198,2023-02-08,1366,Webcam,Office,169.35,3,UK,508.05,2,2023
199,2022-06-01,1464,Desk Lamp,Accessories,960.54,3,UK,2881.62,6,2022
200,2022-02-23,1749,Keyboard,Accessories,205.5,1,UK,205.5,2,2022
201,2023-09-20,1198,Laptop,Accessories,812.54,3,Germany,2437.62,9,2023
202,2023-08-10,1499,Monitor,Electronics,1074.79,3,Israel,3224.37,8,2023
203,2022-04-14,1015,Laptop,Office,252.44,3,Canada,757.32,4,2022
204,2022-09-11,1820,Desk Lamp,Accessories,1057.53,4,Israel,4230.12,9,2022
205,2023-05-25,1295,Laptop,Accessories,214.27,4,Israel,857.08,5,2023
206,2022-04-09,1867,USB Cable,Electronics,932.73,1,Israel,932.73,4,2022
207,2022-06-02,1510,Laptop,Electronics,760.8,4,UK,3043.2,6,2022
208,2024-07-02,1787,Keyboard,Accessories,450.62,3,UK,1351.86,7,2024
209,2024-05-27,1983,USB Cable,Office,171.77,3,Germany,515.31,5,2024
210,2022-12-04,1238,Desk Lamp,Office,1105.1,3,UK,3315.3,12,2022
211,2024-04-01,1580,Desk Lamp,Office,575.8,4,Canada,2303.2,4,2024
212,2024-08-14,1300,Desk Lamp,Accessories,134.36,2,Israel,268.72,8,2024
213,2022-06-10,1005,USB Cable,Electronics,1160.32,3,Israel,3480.96,6,2022
214,2024-03-11,1219,Webcam,Office,353.18,3,USA,1059.54,3,2024
215,2023-02-02,1765,Webcam,Accessories,1106.0,2,UK,2212.0,2,2023
216,2024-03-26,1452,USB Cable,Accessories,849.52,2,USA,1699.04,3,2024
217,2023-02-05,1432,USB Cable,Electronics,295.82,1,Israel,295.82,2,2023
218,2023-10-02,1806,Desk Lamp,Office,119.23,1,UK,119.23,10,2023
219,2024-11-22,1869,Desk Lamp,Accessories,891.91,4,Israel,3567.64,11,2024
220,2023-11-19,1385,Desk Lamp,Office,42.69,2,USA,85.38,11,2023
221,2023-04-05,1618,Mouse,Office,102.87,1,USA,102.87,4,2023
222,2024-08-12,1294,Webcam,Office,1054.82,3,France,3164.46,8,2024
223,2023-04-15,1117,Keyboard,Accessories,810.62,1,France,810.62,4,2023
224,2024-11-11,1404,Mouse,Office,492.81,3,UK,1478.43,11,2024
225,2024-01-20,1679,Monitor,Electronics,811.15,3,UK,2433.45,1,2024
226,2022-02-07,1996,Monitor,Accessories,889.52,3,UK,2668.56,2,2022
227,2022-08-18,1762,Monitor,Accessories,850.1,4,UK,3400.4,8,2022
228,2023-07-17,1593,Monitor,Office,965.62,2,UK,1931.24,7,2023
229,2023-03-14,1565,Monitor,Office,1410.73,4,UK,5642.92,3,2023
230,2022-01-27,1751,Headphones,Office,586.22,1,Canada,586.22,1,2022
231,2022-08-14,1877,USB Cable,Accessories,455.22,1,UK,455.22,8,2022
232,2024-03-08,1011,Keyboard,Electronics,62.46,2,USA,124.92,3,2024
233,2022-10-11,1208,Mouse,Electronics,224.87,2,USA,449.74,10,2022
234,2024-05-28,1164,Monitor,Accessories,163.84,1,USA,163.84,5,2024
235,2024-08-17,1877,Headphones,Electronics,506.49,2,Canada,1012.98,8,2024
236,2023-03-29,1293,Desk Lamp,Office,916.94,2,Israel,1833.88,3,2023
237,2024-10-16,1910,Desk Lamp,Accessories,74.27,3,Germany,222.81,10,2024
238,2024-03-26,1518,Webcam,Electronics,1092.86,4,Israel,4371.44,3,2024
239,2023-10-21,1077,Headphones,Accessories,599.16,4,UK,2396.64,10,2023
240,2023-07-01,1433,Headphones,Electronics,1445.44,4,Germany,5781.76,7,2023
241,2024-12-08,1576,Keyboard,Accessories,854.74,3,USA,2564.22,12,2024
242,2022-01-17,1613,Monitor,Electronics,1158.19,3,USA,3474.57,1,2022
243,2022-06-07,1962,Headphones,Accessories,1292.47,2,France,2584.94,6,2022
244,2023-04-22,1868,USB Cable,Accessories,1333.83,2,UK,2667.66,4,2023
245,2024-12-05,1811,Headphones,Accessories,780.1,3,UK,2340.3,12,2024
246,2023-06-02,1798,Monitor,Accessories,598.13,3,France,1794.39,6,2023
247,2022-04-09,1682,Keyboard,Accessories,842.97,1,Israel,842.97,4,2022
248,2024-11-26,1076,Headphones,Office,606.1,3,France,1818.3,11,2024
249,2022-10-07,1047,Mouse,Accessories,364.87,3,Canada,1094.61,10,2022
250,2023-05-12,1766,Laptop,Accessories,489.26,4,UK,1957.04,5,2023
251,2022-10-29,1081,Desk Lamp,Accessories,352.99,1,Canada,352.99,10,2022
252,2022-06-30,1894,Webcam,Electronics,407.81,4,Canada,1631.24,6,2022
253,2023-08-30,1720,Laptop,Accessories,144.94,4,Canada,579.76,8,2023
254,2023-12-01,1208,Laptop,Office,642.56,1,USA,642.56,12,2023
255,2024-09-19,1444,Keyboard,Accessories,356.75,1,France,356.75,9,2024
256,2022-07-10,1970,Desk Lamp,Electronics,675.31,1,Germany,675.31,7,2022
257,2022-09-10,1595,Headphones,Electronics,1189.34,2,USA,2378.68,9,2022
258,2024-09-07,1521,Laptop,Accessories,675.23,1,Israel,675.23,9,2024
259,2024-07-16,1028,Laptop,Accessories,1432.14,4,USA,5728.56,7,2024
260,2022-05-08,1303,Desk Lamp,Accessories,226.02,1,Israel,226.02,5,2022
261,2022-01-18,1993,Webcam,Accessories,1276.15,2,USA,2552.3,1,2022
262,2023-07-20,1464,Monitor,Electronics,376.15,4,UK,1504.6,7,2023
263,2023-07-24,1501,USB Cable,Accessories,1401.23,1,Canada,1401.23,7,2023
264,2023-11-17,1445,USB Cable,Electronics,344.59,1,Israel,344.59,11,2023
265,2023-09-18,1627,Desk Lamp,Electronics,1121.71,4,Israel,4486.84,9,2023
266,2024-05-03,1489,Headphones,Office,97.87,4,France,391.48,5,2024
267,2024-08-19,1780,Headphones,Electronics,946.57,1,USA,946.57,8,2024
268,2022-06-04,1427,Webcam,Accessories,331.92,2,Israel,663.84,6,2022
269,2023-05-05,1558,Monitor,Accessories,1006.91,4,Israel,4027.64,5,2023
270,2024-02-24,1358,Desk Lamp,Accessories,955.56,3,USA,2866.68,2,2024
271,2022-09-03,1959,Headphones,Accessories,1385.93,1,USA,1385.93,9,2022
272,2024-11-28,1090,USB Cable,Office,941.88,4,Germany,3767.52,11,2024
273,2024-01-29,1052,USB Cable,Office,615.33,4,France,2461.32,1,2024
274,2023-06-22,1729,Mouse,Office,294.38,1,Israel,294.38,6,2023
275,2024-07-09,1859,Webcam,Office,987.89,1,USA,987.89,7,2024
276,2023-02-12,1588,Keyboard,Electronics,178.97,1,Israel,178.97,2,2023
277,2023-06-09,1203,Monitor,Office,1243.63,2,Germany,2487.26,6,2023
278,2024-04-07,1555,Webcam,Electronics,374.77,3,Germany,1124.31,4,2024
279,2024-06-21,1155,Laptop,Accessories,788.62,4,Israel,3154.48,6,2024
280,2022-02-05,1001,Desk Lamp,Electronics,895.94,1,France,895.94,2,2022
281,2023-11-16,1356,Headphones,Electronics,546.92,1,UK,546.92,11,2023
282,2022-01-20,1824,Mouse,Office,997.49,2,Israel,1994.98,1,2022
283,2022-11-17,1568,USB Cable,Accessories,379.07,3,Germany,1137.21,11,2022
284,2023-05-27,1801,Mouse,Accessories,56.76,4,France,227.04,5,2023
285,2023-02-04,1982,Keyboard,Office,1439.11,3,Canada,4317.33,2,2023
286,2023-10-16,1057,Desk Lamp,Electronics,483.47,3,USA,1450.41,10,2023
287,2024-08-29,1253,Webcam,Office,1071.63,1,Canada,1071.63,8,2024
288,2023-04-16,1179,Mouse,Electronics,763.76,1,France,763.76,4,2023
289,2024-04-13,1492,Webcam,Office,1005.15,1,France,1005.15,4,2024
290,2023-12-28,1668,Desk Lamp,Office,170.85,2,Israel,341.7,12,2023
291,2024-05-03,1034,Headphones,Accessories,780.68,2,France,1561.36,5,2024
292,2022-02-20,1074,Headphones,Accessories,591.37,2,USA,1182.74,2,2022
293,2023-07-29,1943,USB Cable,Accessories,680.52,1,Canada,680.52,7,2023
294,2022-05-30,1288,Mouse,Office,1449.48,1,Israel,1449.48,5,2022
295,2022-11-10,1370,Headphones,Accessories,208.75,1,Germany,208.75,11,2022
296,2023-07-24,1586,Desk Lamp,Accessories,1133.28,3,USA,3399.84,7,2023
297,2022-11-01,1328,Webcam,Office,498.86,2,Israel,997.72,11,2022
298,2023-11-13,1589,USB Cable,Accessories,439.09,2,Israel,878.18,11,2023
299,2024-04-17,1766,Headphones,Electronics,409.81,3,UK,1229.43,4,2024
300,2024-12-13,1776,Desk Lamp,Accessories,526.43,4,USA,2105.72,12,2024
301,2024-09-29,1998,Desk Lamp,Electronics,538.89,3,France,1616.67,9,2024
302,2023-03-20,1303,USB Cable,Accessories,409.77,3,USA,1229.31,3,2023
303,2023-09-05,1578,Laptop,Office,1002.9,1,USA,1002.9,9,2023
304,2024-09-19,1220,Webcam,Office,76.34,4,UK,305.36,9,2024
305,2022-09-21,1978,Desk Lamp,Accessories,501.78,3,France,1505.34,9,2022
306,2024-12-12,1163,USB Cable,Electronics,423.91,4,Canada,1695.64,12,2024
307,2024-09-30,1479,Monitor,Accessories,1128.37,4,UK,4513.48,9,2024
308,2022-01-05,1454,Desk Lamp,Office,224.02,1,UK,224.02,1,2022
309,2024-02-13,1374,Headphones,Accessories,1411.33,4,UK,5645.32,2,2024
310,2024-05-26,1219,Headphones,Office,259.93,1,USA,259.93,5,2024
311,2024-09-18,1683,Webcam,Electronics,558.19,2,Canada,1116.38,9,2024
312,2024-06-02,1253,Desk Lamp,Electronics,303.55,3,UK,910.65,6,2024
313,2022-02-16,1721,Keyboard,Office,433.61,1,Germany,433.61,2,2022
314,2024-05-16,1187,Monitor,Electronics,1142.73,1,France,1142.73,5,2024
315,2024-04-02,1190,USB Cable,Office,717.23,3,Canada,2151.69,4,2024
316,2024-07-24,1388,Monitor,Office,248.05,1,France,248.05,7,2024
317,2023-10-18,1214,USB Cable,Office,74.72,4,Canada,298.88,10,2023
318,2022-09-26,1374,Desk Lamp,Accessories,348.72,1,UK,348.72,9,2022
319,2023-01-05,1085,Monitor,Electronics,1418.68,1,Canada,1418.68,1,2023
320,2023-09-28,1473,Mouse,Accessories,1268.75,4,USA,5075.0,9,2023
321,2023-10-19,1617,Laptop,Accessories,663.06,3,Canada,1989.18,10,2023
322,2022-04-30,1843,Laptop,Electronics,725.58,1,Israel,725.58,4,2022
323,2024-04-10,1807,Keyboard,Accessories,1349.55,2,Israel,2699.1,4,2024
324,2024-12-17,1530,Monitor,Office,889.06,3,USA,2667.18,12,2024
325,2024-01-11,1046,Monitor,Accessories,1321.75,2,UK,2643.5,1,2024
326,2022-04-27,1064,Headphones,Office,740.3,2,UK,1480.6,4,2022
327,2024-03-01,1962,USB Cable,Electronics,304.15,2,Germany,608.3,3,2024
328,2024-10-09,1474,Webcam,Accessories,1090.26,1,Israel,1090.26,10,2024
329,2024-12-17,1145,Mouse,Electronics,791.96,4,Israel,3167.84,12,2024
330,2023-09-26,1945,Mouse,Office,1004.32,1,France,1004.32,9,2023
331,2023-05-28,1797,Desk Lamp,Accessories,240.06,2,UK,480.12,5,2023
332,2024-03-12,1381,Keyboard,Office,973.16,2,USA,1946.32,3,2024
333,2023-07-14,1065,Laptop,Office,576.47,4,UK,2305.88,7,2023
334,2023-05-03,1516,Desk Lamp,Office,501.34,3,UK,1504.02,5,2023
335,2024-06-15,1092,Monitor,Electronics,1008.86,2,Germany,2017.72,6,2024
336,2023-12-05,1864,Webcam,Electronics,890.4,1,Canada,890.4,12,2023
337,2023-08-04,1425,Keyboard,Electronics,975.42,2,Canada,1950.84,8,2023
